weapon_id,name,affinity,weapon_type_name,weapon_type_keys,attack_element_correct_id,str_scaling,str_grade,str_effective,dex_scaling,dex_grade,dex_effective,int_scaling,int_grade,int_effective,fai_scaling,fai_grade,fai_effective,arc_scaling,arc_grade,arc_effective,usable_stats,dead_stats
31331100,Heater Shield,Blood,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
31330900,Heater Shield,Cold,Medium Shield,ShieldNormal,10000,0.36,D,1,0.00,-,0,0.24,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
31330400,Heater Shield,Fire,Medium Shield,ShieldNormal,10005,0.28,D,1,0.12,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31330500,Heater Shield,Flame Art,Medium Shield,ShieldNormal,10000,0.14,E,1,0.00,-,0,0.00,-,0,0.24,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
31330100,Heater Shield,Heavy,Medium Shield,ShieldNormal,10000,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
31330200,Heater Shield,Keen,Medium Shield,ShieldNormal,10000,0.08,E,1,0.32,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31330600,Heater Shield,Lightning,Medium Shield,ShieldNormal,10000,0.08,E,1,0.28,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31330800,Heater Shield,Magic,Medium Shield,ShieldNormal,10000,0.16,E,1,0.00,-,0,0.24,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
31331200,Heater Shield,Occult,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.38,D,1,STR|ARC,DEX|INT|FAI
31331000,Heater Shield,Poison,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
31330300,Heater Shield,Quality,Medium Shield,ShieldNormal,10000,0.40,D,1,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31330700,Heater Shield,Sacred,Medium Shield,ShieldNormal,10000,0.18,E,1,0.00,-,0,0.00,-,0,0.24,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
31330000,Heater Shield,Standard,Medium Shield,ShieldNormal,10000,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
43030000,Heavy Crossbow,Standard,Crossbow,ClossBow,10000,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,,STR|DEX|INT|FAI|ARC
3130000,Helphen's Steeple,Standard,Greatsword,SwordLarge,10000,0.35,D,1,0.10,E,1,0.50,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14100900,Highland Axe,Cold,Axe,AxeNormal,10000,0.37,D,1,0.32,D,1,0.27,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14100400,Highland Axe,Fire,Axe,AxeNormal,10005,0.31,D,1,0.07,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14100500,Highland Axe,Flame Art,Axe,AxeNormal,10000,0.08,E,1,0.07,E,1,0.00,-,0,0.35,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14100100,Highland Axe,Heavy,Axe,AxeNormal,10000,0.46,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
14100200,Highland Axe,Keen,Axe,AxeNormal,10000,0.07,E,1,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14100600,Highland Axe,Lightning,Axe,AxeNormal,10000,0.07,E,1,0.31,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14100800,Highland Axe,Magic,Axe,AxeNormal,10000,0.12,E,1,0.10,E,1,0.35,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14101200,Highland Axe,Occult,Axe,AxeNormal,10013,0.16,E,1,0.14,E,1,0.00,-,0,0.00,-,0,0.66,C,1,STR|DEX|ARC,INT|FAI
14101000,Highland Axe,Poison,Axe,AxeNormal,10013,0.37,D,1,0.32,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
14100300,Highland Axe,Quality,Axe,AxeNormal,10000,0.54,D,1,0.54,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14100700,Highland Axe,Sacred,Axe,AxeNormal,10000,0.08,E,1,0.07,E,1,0.00,-,0,0.35,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14100000,Highland Axe,Standard,Axe,AxeNormal,10000,0.42,D,1,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
22001100,Hookclaws,Blood,Claw,Claw,10013,0.20,E,1,0.57,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
22000900,Hookclaws,Cold,Claw,Claw,10000,0.19,E,1,0.54,D,1,0.32,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
22000400,Hookclaws,Fire,Claw,Claw,10005,0.36,D,1,0.16,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
22000500,Hookclaws,Flame Art,Claw,Claw,10000,0.06,E,1,0.18,E,1,0.00,-,0,0.36,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
22000100,Hookclaws,Heavy,Claw,Claw,10000,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
22000200,Hookclaws,Keen,Claw,Claw,10000,0.16,E,1,0.61,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
22000600,Hookclaws,Lightning,Claw,Claw,10000,0.16,E,1,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
22000800,Hookclaws,Magic,Claw,Claw,10000,0.06,E,1,0.18,E,1,0.42,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
22001200,Hookclaws,Occult,Claw,Claw,10013,0.08,E,1,0.24,E,1,0.00,-,0,0.00,-,0,0.69,C,1,STR|DEX|ARC,INT|FAI
22001000,Hookclaws,Poison,Claw,Claw,10013,0.20,E,1,0.57,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
22000300,Hookclaws,Quality,Claw,Claw,10000,0.55,D,1,0.55,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
22000700,Hookclaws,Sacred,Claw,Claw,10000,0.06,E,1,0.18,E,1,0.00,-,0,0.36,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
22000000,Hookclaws,Standard,Claw,Claw,10000,0.22,E,1,0.60,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
41020000,Horn Bow,Standard,Bow,BowNormal,10000,0.21,E,1,0.26,D,1,0.10,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
8520000,Horned Warrior's Greatsword,Standard,Curved Greatsword,SaberLarge,12000,0.51,D,1,0.25,D,1,0.00,-,0,0.25,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
7530000,Horned Warrior's Sword,Standard,Curved Sword,SaberNormal,12000,0.29,D,1,0.44,D,1,0.00,-,0,0.24,E,1,0.00,-,0,STR|DEX|FAI,INT|ARC
31241100,Horse Crest Wooden Shield,Blood,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
31240900,Horse Crest Wooden Shield,Cold,Medium Shield,ShieldNormal,10000,0.36,D,1,0.00,-,0,0.24,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
31240400,Horse Crest Wooden Shield,Fire,Medium Shield,ShieldNormal,10005,0.28,D,1,0.12,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31240500,Horse Crest Wooden Shield,Flame Art,Medium Shield,ShieldNormal,10000,0.14,E,1,0.00,-,0,0.00,-,0,0.24,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
31240100,Horse Crest Wooden Shield,Heavy,Medium Shield,ShieldNormal,10000,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
31240200,Horse Crest Wooden Shield,Keen,Medium Shield,ShieldNormal,10000,0.08,E,1,0.32,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31240600,Horse Crest Wooden Shield,Lightning,Medium Shield,ShieldNormal,10000,0.08,E,1,0.28,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31240800,Horse Crest Wooden Shield,Magic,Medium Shield,ShieldNormal,10000,0.16,E,1,0.00,-,0,0.24,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
31241200,Horse Crest Wooden Shield,Occult,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.38,D,1,STR|ARC,DEX|INT|FAI
31241000,Horse Crest Wooden Shield,Poison,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
31240300,Horse Crest Wooden Shield,Quality,Medium Shield,ShieldNormal,10000,0.40,D,1,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31240700,Horse Crest Wooden Shield,Sacred,Medium Shield,ShieldNormal,10000,0.18,E,1,0.00,-,0,0.00,-,0,0.24,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
31240000,Horse Crest Wooden Shield,Standard,Medium Shield,ShieldNormal,10000,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
20051100,Hoslow's Blood Petal Whip,Blood,Whip,Whip,10013,0.26,D,1,0.40,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
20050900,Hoslow's Cold Petal Whip,Cold,Whip,Whip,10000,0.25,D,1,0.38,D,1,0.24,E,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
20050400,Hoslow's Fire Petal Whip,Fire,Whip,Whip,10005,0.28,D,1,0.14,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
20050500,Hoslow's Flame Art Petal Whip,Flame Art,Whip,Whip,10000,0.11,E,1,0.17,E,1,0.00,-,0,0.23,E,1,0.00,-,0,STR|DEX|FAI,INT|ARC
20050100,Hoslow's Heavy Petal Whip,Heavy,Whip,Whip,10000,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
20050200,Hoslow's Keen Petal Whip,Keen,Whip,Whip,10000,0.14,E,1,0.41,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
20050600,Hoslow's Lightning Petal Whip,Lightning,Whip,Whip,10000,0.14,E,1,0.28,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
20050800,Hoslow's Magic Petal Whip,Magic,Whip,Whip,10000,0.11,E,1,0.17,E,1,0.28,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
20051200,Hoslow's Occult Petal Whip,Occult,Whip,Whip,10013,0.11,E,1,0.17,E,1,0.00,-,0,0.00,-,0,0.60,C,1,STR|DEX|ARC,INT|FAI
20050000,Hoslow's Petal Whip,Standard,Whip,Whip,10000,0.28,D,1,0.43,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
20051000,Hoslow's Poison Petal Whip,Poison,Whip,Whip,10013,0.26,D,1,0.40,D,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
20050300,Hoslow's Quality Petal Whip,Quality,Whip,Whip,10000,0.49,D,1,0.49,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
20050700,Hoslow's Sacred Petal Whip,Sacred,Whip,Whip,10000,0.11,E,1,0.17,E,1,0.00,-,0,0.23,E,1,0.00,-,0,STR|DEX|FAI,INT|ARC
30141100,Ice Crest Shield,Blood,Small Shield,ShieldSmall,10013,0.21,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
30140900,Ice Crest Shield,Cold,Small Shield,ShieldSmall,10000,0.22,E,1,0.00,-,0,0.15,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
30140400,Ice Crest Shield,Fire,Small Shield,ShieldSmall,10005,0.19,E,1,0.12,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
30140500,Ice Crest Shield,Flame Art,Small Shield,ShieldSmall,10000,0.09,E,1,0.00,-,0,0.00,-,0,0.16,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
30140100,Ice Crest Shield,Heavy,Small Shield,ShieldSmall,10000,0.22,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
30140200,Ice Crest Shield,Keen,Small Shield,ShieldSmall,10000,0.04,E,1,0.21,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
30140600,Ice Crest Shield,Lightning,Small Shield,ShieldSmall,10000,0.04,E,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
30140800,Ice Crest Shield,Magic,Small Shield,ShieldSmall,10000,0.09,E,1,0.00,-,0,0.16,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
30141200,Ice Crest Shield,Occult,Small Shield,ShieldSmall,10013,0.22,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.22,E,1,STR|ARC,DEX|INT|FAI
30141000,Ice Crest Shield,Poison,Small Shield,ShieldSmall,10013,0.21,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
30140300,Ice Crest Shield,Quality,Small Shield,ShieldSmall,10000,0.26,D,1,0.26,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
30140700,Ice Crest Shield,Sacred,Small Shield,ShieldSmall,10000,0.12,E,1,0.00,-,0,0.00,-,0,0.14,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
30140000,Ice Crest Shield,Standard,Small Shield,ShieldSmall,10000,0.24,E,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
14080000,Icerind Hatchet,Standard,Axe,AxeNormal,10000,0.20,E,1,0.60,C,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32140000,Icon Shield,Standard,Greatshield,ShieldLarge,10000,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
42500000,Igon's Greatbow,Standard,Greatbow,BowLarge,10000,0.48,D,1,0.07,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
16130000,Inquisitor's Girandole,Standard,Spear,SpearNormal,10000,0.35,D,1,0.35,D,1,0.00,-,0,0.50,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
2090000,Inseparable Sword,Standard,Greatsword,SwordLarge,10000,0.27,D,1,0.27,D,1,0.00,-,0,0.60,C,1,0.00,-,0,STR|DEX|FAI,INT|ARC
31321100,Inverted Hawk Heater Shield,Blood,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
31320900,Inverted Hawk Heater Shield,Cold,Medium Shield,ShieldNormal,10000,0.36,D,1,0.00,-,0,0.24,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
31320400,Inverted Hawk Heater Shield,Fire,Medium Shield,ShieldNormal,10005,0.28,D,1,0.12,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31320500,Inverted Hawk Heater Shield,Flame Art,Medium Shield,ShieldNormal,10000,0.14,E,1,0.00,-,0,0.00,-,0,0.24,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
31320100,Inverted Hawk Heater Shield,Heavy,Medium Shield,ShieldNormal,10000,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
31320200,Inverted Hawk Heater Shield,Keen,Medium Shield,ShieldNormal,10000,0.08,E,1,0.32,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31320600,Inverted Hawk Heater Shield,Lightning,Medium Shield,ShieldNormal,10000,0.08,E,1,0.28,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31320800,Inverted Hawk Heater Shield,Magic,Medium Shield,ShieldNormal,10000,0.16,E,1,0.00,-,0,0.24,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
31321200,Inverted Hawk Heater Shield,Occult,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.38,D,1,STR|ARC,DEX|INT|FAI
31321000,Inverted Hawk Heater Shield,Poison,Medium Shield,ShieldNormal,10013,0.38,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
31320300,Inverted Hawk Heater Shield,Quality,Medium Shield,ShieldNormal,10000,0.40,D,1,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
31320700,Inverted Hawk Heater Shield,Sacred,Medium Shield,ShieldNormal,10000,0.18,E,1,0.00,-,0,0.00,-,0,0.24,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
31320000,Inverted Hawk Heater Shield,Standard,Medium Shield,ShieldNormal,10000,0.40,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
32211100,Inverted Hawk Towershield,Blood,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
32210900,Inverted Hawk Towershield,Cold,Greatshield,ShieldLarge,10000,0.45,D,1,0.00,-,0,0.17,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32210400,Inverted Hawk Towershield,Fire,Greatshield,ShieldLarge,10005,0.27,D,1,0.10,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32210500,Inverted Hawk Towershield,Flame Art,Greatshield,ShieldLarge,10000,0.20,E,1,0.00,-,0,0.00,-,0,0.22,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
32210100,Inverted Hawk Towershield,Heavy,Greatshield,ShieldLarge,10000,0.42,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
32210200,Inverted Hawk Towershield,Keen,Greatshield,ShieldLarge,10000,0.10,E,1,0.37,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32210600,Inverted Hawk Towershield,Lightning,Greatshield,ShieldLarge,10000,0.10,E,1,0.27,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32210800,Inverted Hawk Towershield,Magic,Greatshield,ShieldLarge,10000,0.15,E,1,0.00,-,0,0.20,E,1,0.00,-,0,0.00,-,0,STR|INT,DEX|FAI|ARC
32211200,Inverted Hawk Towershield,Occult,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.45,D,1,STR|ARC,DEX|INT|FAI
32211000,Inverted Hawk Towershield,Poison,Greatshield,ShieldLarge,10013,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.30,D,1,STR|ARC,DEX|INT|FAI
32210300,Inverted Hawk Towershield,Quality,Greatshield,ShieldLarge,10000,0.47,D,1,0.47,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
32210700,Inverted Hawk Towershield,Sacred,Greatshield,ShieldLarge,10000,0.20,E,1,0.00,-,0,0.00,-,0,0.22,E,1,0.00,-,0,STR|FAI,DEX|INT|ARC
32210000,Inverted Hawk Towershield,Standard,Greatshield,ShieldLarge,10000,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
21071100,Iron Ball,Blood,Fist,Knuckle,10013,0.53,D,1,0.19,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
21070900,Iron Ball,Cold,Fist,Knuckle,10000,0.50,D,1,0.18,E,1,0.30,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
21070400,Iron Ball,Fire,Fist,Knuckle,10005,0.31,D,1,0.15,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
21070500,Iron Ball,Flame Art,Fist,Knuckle,10000,0.16,E,1,0.06,E,1,0.00,-,0,0.30,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
21070100,Iron Ball,Heavy,Fist,Knuckle,10000,0.58,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
21070200,Iron Ball,Keen,Fist,Knuckle,10000,0.15,E,1,0.41,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
21070600,Iron Ball,Lightning,Fist,Knuckle,10000,0.15,E,1,0.31,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
21070800,Iron Ball,Magic,Fist,Knuckle,10000,0.16,E,1,0.06,E,1,0.36,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
21071200,Iron Ball,Occult,Fist,Knuckle,10013,0.22,E,1,0.08,E,1,0.00,-,0,0.00,-,0,0.64,C,1,STR|DEX|ARC,INT|FAI
21071000,Iron Ball,Poison,Fist,Knuckle,10013,0.53,D,1,0.19,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
21070300,Iron Ball,Quality,Fist,Knuckle,10000,0.51,D,1,0.51,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
21070700,Iron Ball,Sacred,Fist,Knuckle,10000,0.16,E,1,0.06,E,1,0.00,-,0,0.30,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
21070000,Iron Ball,Standard,Fist,Knuckle,10000,0.56,D,1,0.20,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14041100,Iron Cleaver,Blood,Axe,AxeNormal,10013,0.70,C,1,0.17,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
14040900,Iron Cleaver,Cold,Axe,AxeNormal,10000,0.66,C,1,0.16,E,1,0.32,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14040400,Iron Cleaver,Fire,Axe,AxeNormal,10005,0.36,D,1,0.09,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14040500,Iron Cleaver,Flame Art,Axe,AxeNormal,10000,0.14,E,1,0.05,E,1,0.00,-,0,0.41,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14040100,Iron Cleaver,Heavy,Axe,AxeNormal,10000,0.69,C,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
14040200,Iron Cleaver,Keen,Axe,AxeNormal,10000,0.09,E,1,0.50,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14040600,Iron Cleaver,Lightning,Axe,AxeNormal,10000,0.09,E,1,0.36,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14040800,Iron Cleaver,Magic,Axe,AxeNormal,10000,0.22,E,1,0.05,E,1,0.46,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
14041200,Iron Cleaver,Occult,Axe,AxeNormal,10013,0.29,D,1,0.07,E,1,0.00,-,0,0.00,-,0,0.78,C,1,STR|DEX|ARC,INT|FAI
14041000,Iron Cleaver,Poison,Axe,AxeNormal,10013,0.70,C,1,0.17,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
14040300,Iron Cleaver,Quality,Axe,AxeNormal,10000,0.59,D,1,0.59,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
14040700,Iron Cleaver,Sacred,Axe,AxeNormal,10000,0.14,E,1,0.05,E,1,0.00,-,0,0.41,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
14040000,Iron Cleaver,Standard,Axe,AxeNormal,10000,0.74,C,1,0.18,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3021100,Iron Greatsword,Blood,Greatsword,SwordLarge,10013,0.61,C,1,0.09,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
3020900,Iron Greatsword,Cold,Greatsword,SwordLarge,10000,0.58,D,1,0.09,E,1,0.30,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3020400,Iron Greatsword,Fire,Greatsword,SwordLarge,10005,0.32,D,1,0.15,E,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3020500,Iron Greatsword,Flame Art,Greatsword,SwordLarge,10000,0.19,E,1,0.03,E,1,0.00,-,0,0.33,D,1,0.00,-,0,STR|DEX|FAI,INT|ARC
3020100,Iron Greatsword,Heavy,Greatsword,SwordLarge,10000,0.55,D,1,0.00,-,0,0.00,-,0,0.00,-,0,0.00,-,0,STR,DEX|INT|FAI|ARC
3020200,Iron Greatsword,Keen,Greatsword,SwordLarge,10000,0.18,E,1,0.39,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3020600,Iron Greatsword,Lightning,Greatsword,SwordLarge,10000,0.15,E,1,0.32,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
3020800,Iron Greatsword,Magic,Greatsword,SwordLarge,10000,0.19,E,1,0.03,E,1,0.36,D,1,0.00,-,0,0.00,-,0,STR|DEX|INT,FAI|ARC
3021200,Iron Greatsword,Occult,Greatsword,SwordLarge,10013,0.26,D,1,0.04,E,1,0.00,-,0,0.00,-,0,0.63,C,1,STR|DEX|ARC,INT|FAI
3021000,Iron Greatsword,Poison,Greatsword,SwordLarge,10013,0.61,C,1,0.09,E,1,0.00,-,0,0.00,-,0,0.30,D,1,STR|DEX|ARC,INT|FAI
3020300,Iron Greatsword,Quality,Greatsword,SwordLarge,10000,0.48,D,1,0.48,D,1,0.00,-,0,0.00,-,0,0.00,-,0,STR|DEX,INT|FAI|ARC
