sheet_row,aow_id,aow_name,raw_name,variant_weapon_type,skill_family,sequence_variant,hit_kind,hit_order,is_lacking_fp,is_damaging,atk_id,sp_effect_id0,sp_effect_id1,sp_effect_id2,sp_effect_id3,sp_effect_id4,overwrite_attack_element_correct_id,is_disable_both_hands_bonus,is_add_base_atk,is_arrow_attack,physical_attack_attribute,physical_mv,magic_mv,fire_mv,lightning_mv,holy_mv,attack_base_physical,attack_base_magic,attack_base_fire,attack_base_lightning,attack_base_holy,status_mv,weapon_buff_mv,poise_mv,stamina_cost,stamina_cost_mode
746,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 1h R2 #1 [2],Great Spear,Barbaric Roar,Charged 1h R2 #1 [2],charged,2,0,1,301700951,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,12.0,weapon_scaled
747,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 1h R2 #1 [3],Great Spear,Barbaric Roar,Charged 1h R2 #1 [3],charged,3,0,1,301700952,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,200.0,20.0,weapon_scaled
748,650,Barbaric Roar,[Great Spear] Barbaric Roar 1h R2 #2,Great Spear,Barbaric Roar,1h R2 #2,direct,2,0,1,301700958,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,135.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,200.0,41.0,weapon_scaled
749,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 1h R2 #2,Great Spear,Barbaric Roar,Charged 1h R2 #2,charged,2,0,1,301700956,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,195.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,600.0,48.0,weapon_scaled
750,650,Barbaric Roar,[Great Spear] Barbaric Roar 2h R2 #1 [1],Great Spear,Barbaric Roar,2h R2 #1 [1],direct,1,0,1,301700963,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,12.0,weapon_scaled
751,650,Barbaric Roar,[Great Spear] Barbaric Roar 2h R2 #1 [2],Great Spear,Barbaric Roar,2h R2 #1 [2],direct,2,0,1,301700964,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,12.0,weapon_scaled
752,650,Barbaric Roar,[Great Spear] Barbaric Roar 2h R2 #1 [3],Great Spear,Barbaric Roar,2h R2 #1 [3],direct,3,0,1,301700965,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,180.0,22.0,weapon_scaled
753,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 2h R2 #1 [1],Great Spear,Barbaric Roar,Charged 2h R2 #1 [1],charged,1,0,1,301700960,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,87.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,15.0,weapon_scaled
754,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 2h R2 #1 [2],Great Spear,Barbaric Roar,Charged 2h R2 #1 [2],charged,2,0,1,301700961,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,87.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,15.0,weapon_scaled
755,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 2h R2 #1 [3],Great Spear,Barbaric Roar,Charged 2h R2 #1 [3],charged,3,0,1,301700962,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,91.0,91.0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,250.0,24.0,weapon_scaled
756,650,Barbaric Roar,[Great Spear] Barbaric Roar 2h R2 #2,Great Spear,Barbaric Roar,2h R2 #2,direct,2,0,1,301700968,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,140.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,240.0,50.0,weapon_scaled
757,650,Barbaric Roar,[Great Spear] Barbaric Roar Charged 2h R2 #2,Great Spear,Barbaric Roar,Charged 2h R2 #2,charged,2,0,1,301700966,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,240.0,100.0,660.0,58.0,weapon_scaled
758,650,Barbaric Roar,[Halberd] Barbaric Roar 1h R2 #1 [1],Halberd,Barbaric Roar,1h R2 #1 [1],direct,1,0,1,301800953,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,9.0,weapon_scaled
759,650,Barbaric Roar,[Halberd] Barbaric Roar 1h R2 #1 [2],Halberd,Barbaric Roar,1h R2 #1 [2],direct,2,0,1,301800954,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,9.0,weapon_scaled
760,650,Barbaric Roar,[Halberd] Barbaric Roar 1h R2 #1 [3],Halberd,Barbaric Roar,1h R2 #1 [3],direct,3,0,1,301800955,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,150.0,18.0,weapon_scaled
761,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 1h R2 #1 [1],Halberd,Barbaric Roar,Charged 1h R2 #1 [1],charged,1,0,1,301800950,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,11.0,weapon_scaled
762,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 1h R2 #1 [2],Halberd,Barbaric Roar,Charged 1h R2 #1 [2],charged,2,0,1,301800951,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,11.0,weapon_scaled
763,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 1h R2 #1 [3],Halberd,Barbaric Roar,Charged 1h R2 #1 [3],charged,3,0,1,301800952,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,200.0,20.0,weapon_scaled
764,650,Barbaric Roar,[Halberd] Barbaric Roar 1h R2 #2,Halberd,Barbaric Roar,1h R2 #2,direct,2,0,1,301800958,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,135.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,200.0,38.0,weapon_scaled
765,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 1h R2 #2,Halberd,Barbaric Roar,Charged 1h R2 #2,charged,2,0,1,301800956,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,195.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,600.0,44.0,weapon_scaled
766,650,Barbaric Roar,[Halberd] Barbaric Roar 2h R2 #1 [1],Halberd,Barbaric Roar,2h R2 #1 [1],direct,1,0,1,301800963,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,11.0,weapon_scaled
767,650,Barbaric Roar,[Halberd] Barbaric Roar 2h R2 #1 [2],Halberd,Barbaric Roar,2h R2 #1 [2],direct,2,0,1,301800964,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,11.0,weapon_scaled
768,650,Barbaric Roar,[Halberd] Barbaric Roar 2h R2 #1 [3],Halberd,Barbaric Roar,2h R2 #1 [3],direct,3,0,1,301800965,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,180.0,22.0,weapon_scaled
769,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 2h R2 #1 [1],Halberd,Barbaric Roar,Charged 2h R2 #1 [1],charged,1,0,1,301800960,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,87.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,14.0,weapon_scaled
770,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 2h R2 #1 [2],Halberd,Barbaric Roar,Charged 2h R2 #1 [2],charged,2,0,1,301800961,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,87.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,14.0,weapon_scaled
771,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 2h R2 #1 [3],Halberd,Barbaric Roar,Charged 2h R2 #1 [3],charged,3,0,1,301800962,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,91.0,91.0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,250.0,24.0,weapon_scaled
772,650,Barbaric Roar,[Halberd] Barbaric Roar 2h R2 #2,Halberd,Barbaric Roar,2h R2 #2,direct,2,0,1,301800968,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,140.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,240.0,46.0,weapon_scaled
773,650,Barbaric Roar,[Halberd] Barbaric Roar Charged 2h R2 #2,Halberd,Barbaric Roar,Charged 2h R2 #2,charged,2,0,1,301800966,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,240.0,100.0,660.0,53.0,weapon_scaled
774,650,Barbaric Roar,[Reaper] Barbaric Roar 1h R2 #1 [1],Reaper,Barbaric Roar,1h R2 #1 [1],direct,1,0,1,301900953,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,9.0,weapon_scaled
775,650,Barbaric Roar,[Reaper] Barbaric Roar 1h R2 #1 [2],Reaper,Barbaric Roar,1h R2 #1 [2],direct,2,0,1,301900954,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,9.0,weapon_scaled
776,650,Barbaric Roar,[Reaper] Barbaric Roar 1h R2 #1 [3],Reaper,Barbaric Roar,1h R2 #1 [3],direct,3,0,1,301900955,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,150.0,18.0,weapon_scaled
777,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 1h R2 #1 [1],Reaper,Barbaric Roar,Charged 1h R2 #1 [1],charged,1,0,1,301900950,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,11.0,weapon_scaled
778,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 1h R2 #1 [2],Reaper,Barbaric Roar,Charged 1h R2 #1 [2],charged,2,0,1,301900951,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,11.0,weapon_scaled
779,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 1h R2 #1 [3],Reaper,Barbaric Roar,Charged 1h R2 #1 [3],charged,3,0,1,301900952,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,200.0,20.0,weapon_scaled
780,650,Barbaric Roar,[Reaper] Barbaric Roar 1h R2 #2,Reaper,Barbaric Roar,1h R2 #2,direct,2,0,1,301900958,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,135.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,200.0,38.0,weapon_scaled
781,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 1h R2 #2,Reaper,Barbaric Roar,Charged 1h R2 #2,charged,2,0,1,301900956,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,195.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,600.0,44.0,weapon_scaled
782,650,Barbaric Roar,[Reaper] Barbaric Roar 2h R2 #1 [1],Reaper,Barbaric Roar,2h R2 #1 [1],direct,1,0,1,301900963,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,11.0,weapon_scaled
783,650,Barbaric Roar,[Reaper] Barbaric Roar 2h R2 #1 [2],Reaper,Barbaric Roar,2h R2 #1 [2],direct,2,0,1,301900964,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,11.0,weapon_scaled
784,650,Barbaric Roar,[Reaper] Barbaric Roar 2h R2 #1 [3],Reaper,Barbaric Roar,2h R2 #1 [3],direct,3,0,1,301900965,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,180.0,22.0,weapon_scaled
785,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 2h R2 #1 [1],Reaper,Barbaric Roar,Charged 2h R2 #1 [1],charged,1,0,1,301900960,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,87.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,14.0,weapon_scaled
786,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 2h R2 #1 [2],Reaper,Barbaric Roar,Charged 2h R2 #1 [2],charged,2,0,1,301900961,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,87.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,14.0,weapon_scaled
787,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 2h R2 #1 [3],Reaper,Barbaric Roar,Charged 2h R2 #1 [3],charged,3,0,1,301900962,6903,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,91.0,91.0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,250.0,24.0,weapon_scaled
788,650,Barbaric Roar,[Reaper] Barbaric Roar 2h R2 #2,Reaper,Barbaric Roar,2h R2 #2,direct,2,0,1,301900968,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,140.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,240.0,46.0,weapon_scaled
789,650,Barbaric Roar,[Reaper] Barbaric Roar Charged 2h R2 #2,Reaper,Barbaric Roar,Charged 2h R2 #2,charged,2,0,1,301900966,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_secondary,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,240.0,100.0,660.0,53.0,weapon_scaled
790,650,Barbaric Roar,[Fist] Barbaric Roar 1h R2 #1 [1],Fist,Barbaric Roar,1h R2 #1 [1],direct,1,0,1,302100953,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,6.0,weapon_scaled
791,650,Barbaric Roar,[Fist] Barbaric Roar 1h R2 #1 [2],Fist,Barbaric Roar,1h R2 #1 [2],direct,2,0,1,302100954,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,6.0,weapon_scaled
792,650,Barbaric Roar,[Fist] Barbaric Roar 1h R2 #1 [3],Fist,Barbaric Roar,1h R2 #1 [3],direct,3,0,1,302100955,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,78.0,78.0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,150.0,10.0,weapon_scaled
793,650,Barbaric Roar,[Fist] Barbaric Roar Charged 1h R2 #1 [1],Fist,Barbaric Roar,Charged 1h R2 #1 [1],charged,1,0,1,302100950,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,7.0,weapon_scaled
794,650,Barbaric Roar,[Fist] Barbaric Roar Charged 1h R2 #1 [2],Fist,Barbaric Roar,Charged 1h R2 #1 [2],charged,2,0,1,302100951,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,7.0,weapon_scaled
795,650,Barbaric Roar,[Fist] Barbaric Roar Charged 1h R2 #1 [3],Fist,Barbaric Roar,Charged 1h R2 #1 [3],charged,3,0,1,302100952,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,200.0,12.0,weapon_scaled
796,650,Barbaric Roar,[Fist] Barbaric Roar 1h R2 #2 [1],Fist,Barbaric Roar,1h R2 #2 [1],direct,1,0,1,302100958,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,89.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,100.0,8.0,weapon_scaled
797,650,Barbaric Roar,[Fist] Barbaric Roar 1h R2 #2 [2],Fist,Barbaric Roar,1h R2 #2 [2],direct,2,0,1,302100959,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,16.0,weapon_scaled
798,650,Barbaric Roar,[Fist] Barbaric Roar Charged 1h R2 #2 [1],Fist,Barbaric Roar,Charged 1h R2 #2 [1],charged,1,0,1,302100956,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,10.0,weapon_scaled
799,650,Barbaric Roar,[Fist] Barbaric Roar Charged 1h R2 #2 [2],Fist,Barbaric Roar,Charged 1h R2 #2 [2],charged,2,0,1,302100957,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,131.0,131.0,131.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,200.0,18.0,weapon_scaled
800,650,Barbaric Roar,[Fist] Barbaric Roar 2h R2 #1 [1],Fist,Barbaric Roar,2h R2 #1 [1],direct,1,0,1,302100963,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,93.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,8.0,weapon_scaled
801,650,Barbaric Roar,[Fist] Barbaric Roar 2h R2 #1 [2],Fist,Barbaric Roar,2h R2 #1 [2],direct,2,0,1,302100964,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,93.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,8.0,weapon_scaled
802,650,Barbaric Roar,[Fist] Barbaric Roar 2h R2 #1 [3],Fist,Barbaric Roar,2h R2 #1 [3],direct,3,0,1,302100965,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,96.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,180.0,12.0,weapon_scaled
803,650,Barbaric Roar,[Fist] Barbaric Roar Charged 2h R2 #1 [1],Fist,Barbaric Roar,Charged 2h R2 #1 [1],charged,1,0,1,302100960,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,97.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,9.0,weapon_scaled
804,650,Barbaric Roar,[Fist] Barbaric Roar Charged 2h R2 #1 [2],Fist,Barbaric Roar,Charged 2h R2 #1 [2],charged,2,0,1,302100961,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,97.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,180.0,9.0,weapon_scaled
805,650,Barbaric Roar,[Fist] Barbaric Roar Charged 2h R2 #1 [3],Fist,Barbaric Roar,Charged 2h R2 #1 [3],charged,3,0,1,302100962,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,111.0,111.0,111.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,250.0,15.0,weapon_scaled
806,650,Barbaric Roar,[Fist] Barbaric Roar 2h R2 #2 [1],Fist,Barbaric Roar,2h R2 #2 [1],direct,1,0,1,302100968,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,120.0,10.0,weapon_scaled
807,650,Barbaric Roar,[Fist] Barbaric Roar 2h R2 #2 [2],Fist,Barbaric Roar,2h R2 #2 [2],direct,2,0,1,302100969,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,121.0,121.0,121.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,140.0,20.0,weapon_scaled
808,650,Barbaric Roar,[Fist] Barbaric Roar Charged 2h R2 #2 [1],Fist,Barbaric Roar,Charged 2h R2 #2 [1],charged,1,0,1,302100966,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,115.0,115.0,115.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,12.0,weapon_scaled
809,650,Barbaric Roar,[Fist] Barbaric Roar Charged 2h R2 #2 [2],Fist,Barbaric Roar,Charged 2h R2 #2 [2],charged,2,0,1,302100967,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,145.0,145.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,250.0,22.0,weapon_scaled
810,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 1h R2 #1 [1],Hand-to-Hand,Barbaric Roar,1h R2 #1 [1],direct,1,0,1,306300953,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,7.0,weapon_scaled
811,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 1h R2 #1 [2],Hand-to-Hand,Barbaric Roar,1h R2 #1 [2],direct,2,0,1,306300954,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,100.0,7.0,weapon_scaled
812,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 1h R2 #1 [3],Hand-to-Hand,Barbaric Roar,1h R2 #1 [3],direct,3,0,1,306300955,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,78.0,78.0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,150.0,11.0,weapon_scaled
813,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar Charged 1h R2 #1 [1],Hand-to-Hand,Barbaric Roar,Charged 1h R2 #1 [1],charged,1,0,1,306300950,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,8.0,weapon_scaled
814,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar Charged 1h R2 #1 [2],Hand-to-Hand,Barbaric Roar,Charged 1h R2 #1 [2],charged,2,0,1,306300951,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,150.0,8.0,weapon_scaled
815,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar Charged 1h R2 #1 [3],Hand-to-Hand,Barbaric Roar,Charged 1h R2 #1 [3],charged,3,0,1,306300952,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,200.0,13.0,weapon_scaled
816,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 1h R2 #2 [1],Hand-to-Hand,Barbaric Roar,1h R2 #2 [1],direct,1,0,1,306300958,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,89.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,100.0,9.0,weapon_scaled
817,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 1h R2 #2 [2],Hand-to-Hand,Barbaric Roar,1h R2 #2 [2],direct,2,0,1,306300959,6904,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,17.0,weapon_scaled
818,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar Charged 1h R2 #2 [1],Hand-to-Hand,Barbaric Roar,Charged 1h R2 #2 [1],charged,1,0,1,306300956,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,105.0,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,120.0,11.0,weapon_scaled
819,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar Charged 1h R2 #2 [2],Hand-to-Hand,Barbaric Roar,Charged 1h R2 #2 [2],charged,2,0,1,306300957,6906,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,131.0,131.0,131.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,200.0,19.0,weapon_scaled
820,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 2h R2 #1 [1],Hand-to-Hand,Barbaric Roar,2h R2 #1 [1],direct,1,0,1,306300963,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,93.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,9.0,weapon_scaled
821,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 2h R2 #1 [2],Hand-to-Hand,Barbaric Roar,2h R2 #1 [2],direct,2,0,1,306300964,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,93.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,120.0,9.0,weapon_scaled
822,650,Barbaric Roar,[Hand-to-Hand] Barbaric Roar 2h R2 #1 [3],Hand-to-Hand,Barbaric Roar,2h R2 #1 [3],direct,3,0,1,306300965,6902,-1,-1,-1,-1,-1,0,0,0,adaptive_primary,96.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,180.0,14.0,weapon_scaled
